Date,Open,High,Low,Close,Adj Close,Volume
2018-07-12,39.990002,40.139999,39.959999,40.070000,40.070000,238164
2018-07-13,40.459999,40.529999,40.290001,40.290001,40.290001,66962
2018-07-16,40.200001,40.279999,40.020000,40.160000,40.160000,108555
2018-07-17,40.020000,40.500000,40.000000,40.410000,40.410000,109873
2018-07-18,40.799999,40.980000,40.750000,40.959999,40.959999,150967
2018-07-19,40.919998,41.099998,40.910000,41.080002,41.080002,158413
2018-07-20,40.869999,40.930000,40.619999,40.689999,40.689999,315000
2018-07-23,40.459999,40.590000,40.389999,40.610001,40.610001,123580
2018-07-24,40.880001,40.910000,40.730000,40.779999,40.779999,173890
2018-07-25,40.639999,40.799999,40.619999,40.810001,40.810001,191893
2018-07-26,40.799999,41.090000,40.799999,41.070000,41.070000,133690
2018-07-27,41.240002,41.299999,40.970001,41.029999,41.029999,136535
2018-07-30,40.740002,40.810001,40.580002,40.580002,40.580002,168578
2018-07-31,40.590000,40.790001,40.500000,40.790001,40.790001,358378
2018-08-01,40.840000,40.889999,40.700001,40.770000,40.770000,201798
2018-08-02,40.720001,40.980000,40.450001,40.990002,40.990002,176410
2018-08-03,41.310001,41.400002,41.259998,41.330002,41.330002,269960
2018-08-06,41.540001,41.770000,41.529999,41.730000,41.730000,160355
2018-08-07,41.840000,42.029999,41.840000,41.939999,41.939999,149095
2018-08-08,41.980000,42.259998,41.959999,42.169998,42.169998,96312
2018-08-09,42.169998,42.259998,42.099998,42.230000,42.230000,139024
2018-08-10,42.189999,42.410000,42.169998,42.290001,42.290001,271443
2018-08-13,42.160000,42.279999,42.110001,42.180000,42.180000,194464
2018-08-14,42.119999,42.349998,42.080002,42.340000,42.340000,173756
2018-08-15,42.419998,42.439999,42.049999,42.119999,42.119999,198713
2018-08-16,42.310001,42.529999,42.270000,42.529999,42.529999,175492
2018-08-17,42.490002,42.560001,42.349998,42.459999,42.459999,151302
2018-08-20,42.650002,42.660000,42.480000,42.540001,42.540001,162980
2018-08-21,42.360001,42.490002,42.360001,42.400002,42.400002,114937
2018-08-22,42.090000,42.220001,41.990002,42.220001,42.220001,138539
2018-08-23,42.270000,42.529999,42.189999,42.360001,42.360001,140939
2018-08-24,42.389999,42.540001,42.330002,42.540001,42.540001,222013
2018-08-28,42.810001,42.810001,42.709999,42.779999,42.779999,218021
2018-08-29,42.950001,42.950001,42.509998,42.630001,42.630001,202014
2018-08-30,42.520000,42.599998,42.470001,42.529999,42.529999,137748
2018-08-31,42.430000,42.599998,42.320000,42.490002,42.490002,179839
2018-09-03,42.770000,43.040001,42.770000,42.930000,42.930000,149089
2018-09-04,43.090000,43.110001,42.820000,42.939999,42.939999,126534
2018-09-05,42.840000,42.930000,42.240002,42.509998,42.509998,250848
2018-09-06,42.500000,42.570000,42.209999,42.290001,42.290001,144000
2018-09-07,42.349998,42.369999,42.029999,42.369999,42.369999,268479
2018-09-10,42.439999,42.490002,42.049999,42.130001,42.130001,269051
2018-09-11,42.060001,42.230000,41.910000,42.220001,42.220001,275416
2018-09-12,42.310001,42.380001,42.090000,42.259998,42.259998,114791
2018-09-13,42.160000,42.240002,42.110001,42.119999,42.119999,203112
2018-09-14,42.240002,42.340000,42.110001,42.310001,42.310001,236858
2018-09-17,42.209999,42.250000,41.939999,41.990002,41.990002,245210
2018-09-18,41.889999,42.090000,41.830002,42.099998,42.099998,179685
2018-09-19,42.090000,42.220001,41.880001,42.130001,42.130001,244239
2018-09-20,42.099998,42.119999,41.840000,42.110001,42.110001,252876
2018-09-21,42.240002,42.849998,42.240002,42.759998,42.759998,197883
2018-09-24,42.509998,42.520000,42.230000,42.320000,42.320000,149770
2018-09-25,42.430000,42.459999,42.180000,42.310001,42.310001,206969
2018-09-26,42.240002,42.349998,42.180000,42.259998,42.259998,151781
2018-09-27,41.970001,42.230000,41.950001,42.290001,42.290001,179951
2018-09-28,42.270000,42.500000,42.250000,42.439999,42.439999,128551
2018-10-01,42.630001,42.700001,42.400002,42.669998,42.669998,168216
2018-10-02,42.560001,42.830002,42.540001,42.770000,42.770000,222750
2018-10-03,42.770000,42.900002,42.700001,42.840000,42.840000,137014
2018-10-04,42.720001,42.720001,42.240002,42.310001,42.310001,235424
2018-10-05,42.270000,42.290001,41.830002,41.830002,41.830002,227290
2018-10-08,41.869999,42.000000,41.779999,41.779999,41.779999,219204
2018-10-09,41.869999,41.959999,41.759998,41.759998,41.759998,236906
2018-10-10,41.549999,41.610001,40.770000,40.869999,40.869999,293405
2018-10-11,39.799999,40.049999,39.490002,39.669998,39.669998,705187
2018-10-12,39.820000,39.959999,39.650002,39.840000,39.840000,850371
2018-10-15,39.869999,40.009998,39.650002,40.009998,40.009998,335156
2018-10-16,39.730000,40.110001,39.599998,40.119999,40.119999,275337
2018-10-17,40.590000,40.669998,40.279999,40.430000,40.430000,310786
2018-10-18,40.830002,40.830002,40.340000,40.340000,40.340000,281892
2018-10-19,40.480000,40.669998,40.369999,40.520000,40.520000,211635
2018-10-22,40.240002,40.630001,40.230000,40.439999,40.439999,236052
2018-10-23,39.849998,39.900002,39.389999,39.619999,39.619999,383635
2018-10-24,39.959999,40.389999,39.820000,39.830002,39.830002,306142
2018-10-25,39.259998,40.000000,39.240002,39.990002,39.990002,258837
2018-10-26,39.630001,39.630001,38.980000,39.430000,39.430000,390107
2018-10-29,39.480000,40.070000,39.450001,39.660000,39.660000,380108
2018-10-30,39.509998,39.779999,39.200001,39.630001,39.630001,375151
2018-10-31,40.270000,40.590000,40.189999,40.419998,40.419998,362053
2018-11-01,39.970001,40.220001,39.820000,39.990002,39.990002,497566
2018-11-02,40.290001,40.310001,39.740002,39.740002,39.740002,462762
2018-11-05,39.689999,39.939999,39.630001,39.790001,39.790001,346038
2018-11-06,39.830002,39.959999,39.680000,39.840000,39.840000,191579
2018-11-07,39.950001,40.349998,39.950001,40.310001,40.310001,277848
2018-11-08,40.700001,40.790001,40.549999,40.709999,40.709999,251320
2018-11-09,40.849998,40.889999,40.560001,40.689999,40.689999,135816
2018-11-12,41.189999,41.189999,40.459999,40.439999,40.439999,249943
2018-11-13,40.430000,40.490002,39.990002,40.110001,40.110001,355302
2018-11-14,39.849998,40.270000,39.599998,39.599998,39.599998,241926
2018-11-15,39.720001,40.290001,39.720001,40.290001,40.290001,362809
2018-11-16,40.520000,40.529999,40.099998,40.400002,40.400002,236173
2018-11-19,40.490002,40.570000,39.980000,40.000000,40.000000,107751
2018-11-20,39.689999,39.700001,39.110001,39.330002,39.330002,230858
2018-11-21,39.439999,39.740002,39.340000,39.660000,39.660000,161595
2018-11-22,39.430000,39.430000,38.830002,38.860001,38.860001,187609
2018-11-23,39.029999,39.290001,38.970001,39.279999,39.279999,141743
2018-11-26,39.340000,39.590000,39.310001,39.480000,39.480000,178429
2018-11-27,39.779999,39.939999,39.599998,39.889999,39.889999,227993
2018-11-28,40.110001,40.169998,39.990002,40.169998,40.169998,93260
2018-11-29,40.590000,40.779999,40.580002,40.660000,40.660000,156058
2018-11-30,40.810001,40.980000,40.650002,40.770000,40.770000,152782
2018-12-03,41.730000,42.000000,41.490002,41.509998,41.509998,233451
2018-12-04,41.509998,41.520000,41.200001,41.369999,41.369999,122872
2018-12-05,40.639999,40.669998,40.419998,40.419998,40.419998,135816
2018-12-06,40.169998,40.169998,39.060001,39.240002,39.240002,300169
2018-12-07,39.830002,40.330002,39.630001,39.650002,39.650002,163589
2018-12-10,39.279999,39.799999,39.259998,39.320000,39.320000,297666
2018-12-11,39.880001,40.470001,39.770000,40.259998,40.259998,148853
2018-12-12,40.310001,40.439999,40.110001,40.189999,40.189999,136362
2018-12-13,40.119999,40.209999,39.849998,39.959999,39.959999,134255
2018-12-14,39.570000,39.950001,39.570000,39.730000,39.730000,162720
2018-12-17,39.380001,39.400002,38.770000,39.180000,39.180000,203714
2018-12-18,38.509998,38.680000,38.389999,38.509998,38.509998,216810
2018-12-19,38.330002,38.689999,38.320000,38.570000,38.570000,202276
2018-12-20,37.470001,37.840000,37.389999,37.389999,37.389999,338318
2018-12-21,37.299999,37.720001,37.000000,37.240002,37.240002,377170
2018-12-24,36.599998,36.599998,36.070000,36.119999,36.119999,319231
2018-12-27,36.970001,36.980000,36.250000,36.549999,36.549999,207248
2018-12-28,37.320000,37.669998,37.000000,37.200001,37.200001,172524
2018-12-31,37.369999,37.369999,37.220001,37.220001,37.220001,59880
2019-01-02,37.000000,37.830002,36.619999,37.680000,37.680000,157376
2019-01-03,37.410000,37.529999,36.880001,37.040001,37.040001,403071
2019-01-04,37.090000,37.619999,36.980000,37.509998,37.509998,195799
2019-01-07,37.779999,37.919998,37.500000,37.919998,37.919998,294684
2019-01-08,37.970001,38.410000,37.970001,38.080002,38.080002,325640
2019-01-09,38.389999,38.509998,38.270000,38.470001,38.470001,288917
2019-01-10,38.189999,38.400002,38.070000,38.380001,38.380001,179475
2019-01-11,38.590000,38.730000,38.240002,38.299999,38.299999,131161
2019-01-14,38.020000,38.139999,37.919998,38.020000,38.020000,179112
2019-01-15,38.209999,38.669998,38.099998,38.660000,38.660000,5719588
2019-01-16,38.580002,38.689999,38.459999,38.689999,38.689999,179346
2019-01-17,38.380001,38.529999,38.259998,38.470001,38.470001,131865
2019-01-18,38.660000,39.240002,38.660000,39.250000,39.250000,284016
2019-01-21,39.299999,39.490002,39.110001,39.150002,39.150002,147398
2019-01-22,39.119999,39.160000,38.689999,38.759998,38.759998,248818
2019-01-23,38.520000,38.610001,38.160000,38.220001,38.220001,143588
2019-01-24,38.380001,38.570000,38.290001,38.400002,38.400002,160009
2019-01-25,38.380001,38.610001,38.360001,38.410000,38.410000,138534
2019-01-28,38.290001,38.320000,37.930000,37.959999,37.959999,162755
2019-01-29,38.080002,38.180000,38.000000,38.080002,38.080002,160595
2019-01-30,38.360001,38.647499,38.275002,38.637501,38.637501,172781
2019-01-31,38.827499,39.035000,38.790001,39.011250,39.011250,130420
2019-02-01,39.232498,39.447498,39.195000,39.312500,39.312500,194126
2019-02-04,39.240002,39.402500,39.182499,39.418751,39.418751,167797
2019-02-05,39.595001,40.174999,39.595001,40.092499,40.092499,209346
2019-02-06,40.057499,40.092499,39.915001,40.062500,40.062500,162810
2019-02-07,40.047501,40.115002,39.417500,39.417500,39.417500,173806
2019-02-08,39.532501,39.654999,39.377499,39.415001,39.415001,139314
2019-02-11,39.827499,40.110001,39.799999,40.008751,40.008751,206543
2019-02-12,40.230000,40.437500,40.195000,40.415001,40.415001,223739
2019-02-13,40.535000,40.720001,40.380001,40.633751,40.633751,234808
2019-02-14,40.807499,40.957500,40.584999,40.715000,40.715000,194861
2019-02-15,40.535000,41.099998,40.520000,40.937500,40.937500,200931
2019-02-18,40.907501,40.947498,40.777500,40.821251,40.821251,121098
2019-02-19,40.860001,40.860001,40.437500,40.472500,40.472500,233849
2019-02-20,40.462502,40.605000,40.437500,40.477501,40.477501,152061
2019-02-21,40.705002,40.705002,40.337502,40.401249,40.401249,173294
2019-02-22,40.517502,40.832500,40.494999,40.634998,40.634998,160953
2019-02-25,40.712502,40.955002,40.647499,40.904999,40.904999,169104
2019-02-26,40.347500,40.467499,40.055000,40.139999,40.139999,164419
2019-02-27,39.959999,39.962502,39.627499,39.803749,39.803749,137709
2019-02-28,39.830002,40.012501,39.810001,39.945000,39.945000,139991
2019-03-01,40.152500,40.299999,40.060001,40.165001,40.165001,171033
2019-03-04,40.437500,40.632500,40.365002,40.346249,40.346249,200574
2019-03-05,40.360001,40.535000,40.299999,40.445000,40.445000,197663
2019-03-06,40.334999,40.402500,40.145000,40.244999,40.244999,146291
2019-03-07,39.950001,40.255001,39.845001,39.982498,39.982498,201919
2019-03-08,39.794998,39.935001,39.674999,39.875000,39.875000,212281
2019-03-11,40.235001,40.355000,40.090000,40.283749,40.283749,281421
2019-03-12,40.185001,40.665001,40.105000,40.660000,40.660000,394741
2019-03-13,40.400002,40.657501,40.395000,40.537498,40.537498,232854
2019-03-14,40.327499,40.567501,40.222500,40.311249,40.311249,341492
2019-03-15,40.529999,40.529999,40.369999,40.493752,40.493752,222741
2019-03-18,40.485001,40.785000,40.470001,40.654999,40.654999,223825
2019-03-19,40.709999,40.939999,40.709999,40.878750,40.878750,593210
2019-03-20,40.752499,40.987499,40.572498,40.572498,40.572498,337280
2019-03-21,40.707500,41.617500,40.695000,41.596249,41.596249,278361
2019-03-22,41.382500,41.442501,40.430000,40.549999,40.549999,262452
2019-03-25,40.349998,40.557499,40.139999,40.419998,40.419998,398885
2019-03-26,40.529999,40.709999,40.459999,40.567501,40.567501,350986
2019-03-27,40.797501,40.805000,40.180000,40.294998,40.294998,255461
2019-03-28,40.337502,40.830002,40.314999,40.668751,40.668751,350867
2019-03-29,41.099998,41.250000,40.802502,41.163750,41.163750,197509
2019-04-01,41.384998,41.480000,41.247501,41.282501,41.282501,242539
2019-04-02,41.615002,41.747501,41.555000,41.692501,41.692501,254761
2019-04-03,41.382500,41.610001,41.367500,41.610001,41.610001,348839
2019-04-04,41.322498,41.759998,41.320000,41.674999,41.674999,339845
2019-04-05,41.790001,42.150002,41.750000,42.102501,42.102501,270207
2019-04-08,41.972500,42.029999,41.904999,42.029999,42.029999,205785
2019-04-09,41.930000,42.012501,41.799999,41.907501,41.907501,274621
2019-04-10,41.820000,41.897499,41.735001,41.797501,41.797501,345515
2019-04-11,41.917500,41.990002,41.820000,41.956249,41.956249,179170
2019-04-12,42.000000,42.125000,41.967499,41.997501,41.997501,228040
2019-04-15,42.160000,42.160000,41.947498,42.020000,42.020000,228067
2019-04-16,42.189999,42.362499,42.172501,42.307499,42.307499,266468
2019-04-17,42.310001,42.472500,42.230000,42.232498,42.232498,304935
2019-04-18,42.090000,42.392502,42.080002,42.276249,42.276249,235448
2019-04-23,42.520000,42.977501,42.400002,42.977501,42.977501,289471
2019-04-24,43.044998,43.080002,42.947498,43.009998,43.009998,133672
2019-04-25,43.090000,43.230000,42.845001,43.092499,43.092499,208649
2019-04-26,42.935001,43.090000,42.900002,43.020000,43.020000,123657
2019-04-29,43.127499,43.302502,43.099998,43.252499,43.252499,343233
2019-04-30,43.097500,43.117500,42.650002,42.697498,42.697498,189129
2019-05-01,42.827499,43.040001,42.759998,42.785000,42.785000,221015
2019-05-02,42.762501,42.762501,42.400002,42.407501,42.407501,180750
2019-05-03,42.599998,42.777500,42.365002,42.401249,42.401249,194937
2019-05-07,42.314999,42.402500,42.000000,42.057499,42.057499,221000
2019-05-08,42.025002,42.270000,41.884998,42.158749,42.158749,355950
2019-05-09,41.820000,41.945000,41.375000,41.465000,41.465000,248948
2019-05-10,41.875000,41.912498,41.197498,41.250000,41.250000,276991
2019-05-13,41.680000,41.695000,41.082500,41.255001,41.255001,348413
2019-05-14,41.369999,41.807499,41.349998,41.806252,41.806252,232396
2019-05-15,41.895000,42.084999,41.612499,42.084999,42.084999,215728
2019-05-16,42.115002,42.915001,42.099998,42.915001,42.915001,273443
2019-05-17,42.672501,43.064999,42.540001,42.992500,42.992500,150358
2019-05-20,42.792500,42.827499,42.307499,42.514999,42.514999,306283
2019-05-21,42.687500,42.830002,42.570000,42.665001,42.665001,211440
2019-05-22,42.889999,43.095001,42.759998,42.993752,42.993752,220722
2019-05-23,42.787498,42.799999,42.270000,42.328751,42.328751,190303
2019-05-24,42.465000,42.577499,42.259998,42.340000,42.340000,249445
2019-05-28,42.512501,42.612499,42.377499,42.418751,42.418751,222609
2019-05-29,41.907501,41.974998,41.790001,41.852501,41.852501,610340
2019-05-30,41.962502,42.230000,41.952499,42.048752,42.048752,371039
2019-05-31,41.724998,41.782501,41.500000,41.721249,41.721249,277188
2019-06-03,41.255001,41.557499,41.067501,41.517502,41.517502,261402
2019-06-04,41.250000,41.827499,41.230000,41.818748,41.818748,392052
2019-06-05,42.064999,42.270000,41.910000,42.138748,42.138748,205451
2019-06-06,42.407501,42.557499,42.235001,42.431252,42.431252,200918
2019-06-07,42.652500,43.017502,42.492500,42.955002,42.955002,200533
2019-06-10,43.172501,43.487499,43.139999,43.492500,43.492500,215215
2019-06-11,43.622501,43.622501,43.312500,43.271252,43.271252,167113
2019-06-12,43.042500,43.150002,42.945000,43.058750,43.058750,177944
2019-06-13,43.215000,43.459999,43.195000,43.320000,43.320000,136187
2019-06-14,43.395000,43.592499,43.342499,43.580002,43.580002,146046
2019-06-17,43.772499,43.924999,43.650002,43.845001,43.845001,145208
2019-06-18,43.869999,44.497501,43.799999,44.342499,44.342499,532634
2019-06-19,44.307499,44.340000,43.942501,43.970001,43.970001,241207
2019-06-20,44.152500,44.439999,44.092499,44.122501,44.122501,249770
2019-06-21,44.255001,44.435001,44.220001,44.389999,44.389999,223064
2019-06-24,44.127499,44.237499,44.040001,44.158749,44.158749,225926
2019-06-25,43.812500,44.080002,43.805000,43.915001,43.915001,121209
2019-06-26,43.887501,44.035000,43.785000,43.881248,43.881248,230769
2019-06-27,43.735001,43.782501,43.490002,43.674999,43.674999,235498
2019-06-28,43.834999,43.919998,43.660000,43.775002,43.775002,258707
2019-07-01,44.517502,44.645000,44.417500,44.467499,44.467499,267390
2019-07-02,44.537498,44.697498,44.430000,44.647499,44.647499,209281
2019-07-03,44.877499,45.117500,44.877499,45.068748,45.068748,254160
2019-07-04,45.200001,45.257500,45.127499,45.227501,45.227501,368429
2019-07-05,45.240002,45.287498,45.099998,45.180000,45.180000,174946
2019-07-08,45.145000,45.232498,45.077499,45.112499,45.112499,115742
2019-07-09,45.055000,45.305000,45.009998,45.267502,45.267502,68959
2019-07-10,45.264999,45.584999,45.119999,45.360001,45.360001,184426
2019-07-11,45.457500,45.457500,45.272499,45.367500,45.367500,162621
2019-07-12,45.432499,45.570000,45.367500,45.432499,45.432499,117601
2019-07-15,45.517502,45.740002,45.509998,45.652500,45.652500,153563
2019-07-16,45.782501,46.117500,45.755001,46.062500,46.062500,163815
2019-07-17,46.062500,46.062500,45.685001,45.715000,45.715000,234947
2019-07-18,45.384998,45.422501,45.230000,45.267502,45.267502,245927
2019-07-19,45.477501,45.564999,45.334999,45.492500,45.492500,219818
2019-07-22,45.205002,45.435001,45.182499,45.271252,45.271252,216161
2019-07-23,45.555000,45.750000,45.555000,45.632500,45.632500,154418
2019-07-24,45.799999,45.805000,45.474998,45.632500,45.632500,290342
2019-07-25,45.980000,45.994999,45.622501,45.740002,45.740002,250089
2019-07-26,45.980000,46.209999,45.942501,46.291248,46.291248,126366
2019-07-29,46.375000,46.939999,46.375000,46.896252,46.896252,149608
2019-07-30,47.252499,47.282501,46.771999,47.057499,47.057499,141793
2019-07-31,47.067501,47.139500,46.689499,46.826248,46.826248,218520
2019-08-01,46.580002,47.095501,46.520000,47.090000,47.090000,231683
2019-08-02,46.189999,46.287498,45.647251,45.777500,45.777500,1130202
2019-08-05,45.502499,45.560001,44.636501,44.820000,44.820000,522581
2019-08-06,44.330002,44.842499,44.197498,44.537498,44.537498,579245
2019-08-07,44.895000,45.220001,44.162498,44.639999,44.639999,399968
2019-08-08,45.220001,45.722500,44.984749,45.722500,45.722500,328357
2019-08-09,45.862499,46.191700,45.630001,45.607498,45.607498,448280
2019-08-12,46.162498,46.200001,45.439999,45.487499,45.487499,259742
2019-08-13,45.310001,46.259998,43.355000,45.990002,45.990002,386772
2019-08-14,46.132500,46.164070,44.980000,45.102501,45.102501,247231
2019-08-15,45.090000,45.105598,44.232498,44.680000,44.680000,305948
2019-08-16,44.887501,45.262600,44.788502,45.160000,45.160000,241940
2019-08-19,45.575001,45.959751,45.575001,45.832500,45.832500,262249
2019-08-20,45.935001,46.064201,45.417500,45.657501,45.657501,192993
2019-08-21,45.537498,45.880798,45.537498,45.810001,45.810001,200378
2019-08-22,45.880001,46.006699,45.060398,45.236252,45.236252,239642
2019-08-23,45.687500,45.735630,44.500000,44.625000,44.625000,160691
2019-08-27,44.775002,44.863750,44.482052,44.472500,44.472500,252339
2019-08-28,44.532501,44.894539,44.379379,44.836250,44.836250,197815
2019-08-29,44.955002,45.603748,44.945000,45.592499,45.592499,237557
2019-08-30,45.735001,46.021381,45.470001,45.526249,45.526249,281297
2019-09-02,45.535000,46.097500,45.535000,45.947498,45.947498,162897
2019-09-03,46.095001,46.189999,45.592449,45.691250,45.691250,256072
2019-09-04,45.937500,45.980251,45.617500,45.727501,45.727501,80824
2019-09-05,46.049999,46.097500,45.656300,45.959999,45.959999,268097
2019-09-06,46.012501,46.178810,45.899052,46.090000,46.090000,187072
2019-09-09,46.340000,46.439800,45.862499,45.957500,45.957500,277855
2019-09-10,45.787498,45.917751,45.497631,45.580002,45.580002,162193
2019-09-11,45.895000,56.742500,45.790001,46.108749,46.108749,99156
2019-09-12,46.439999,46.626282,46.295952,46.468750,46.468750,201564
2019-09-13,46.285000,46.334251,46.035301,46.056252,46.056252,222472
2019-09-16,45.727501,46.005001,45.658749,45.981251,45.981251,309772
2019-09-17,45.884998,46.067501,45.674751,45.747501,45.747501,153718
2019-09-18,45.732498,45.930248,45.674999,45.674999,45.674999,102769
2019-09-19,45.674999,46.075378,45.669998,46.060001,46.060001,130582
2019-09-20,45.590000,46.040100,45.540001,45.867500,45.867500,162272
2019-09-23,45.889999,45.976841,45.637501,45.842499,45.842499,179546
2019-09-24,45.930000,46.060001,45.635391,45.723751,45.723751,110673
2019-09-25,45.334999,45.773350,45.274300,45.770000,45.770000,120152
2019-09-26,45.722500,46.091400,45.488350,45.572498,45.572498,144468
2019-09-27,45.945000,46.155998,45.742630,45.972500,45.972500,220856
2019-09-30,45.860001,45.918129,45.689999,45.939999,45.939999,117536
2019-10-01,46.197498,46.469749,45.832001,45.845001,45.845001,138843
2019-10-02,45.527500,45.536880,44.459999,44.459999,44.459999,280197
2019-10-03,44.687500,44.710251,43.662998,44.189999,44.189999,314147
2019-10-04,44.682499,45.315651,44.569752,45.262501,45.262501,258278
2019-10-07,45.142502,45.490002,45.142502,45.490002,45.490002,170425
2019-10-08,45.514999,45.515099,45.022629,45.098751,45.098751,215074
2019-10-09,45.037498,45.363499,44.873299,45.237499,45.237499,138666
2019-10-10,45.244999,45.602051,45.110001,45.357498,45.357498,165231
2019-10-11,44.992500,45.277500,44.528000,44.728748,44.728748,229408
2019-10-14,44.895000,45.139500,44.517502,44.782501,44.782501,97988
2019-10-15,44.702499,44.834999,44.485001,44.657501,44.657501,218648
2019-10-16,44.549999,44.752499,44.120449,44.212502,44.212502,195251
2019-10-17,44.397499,44.574249,43.997501,44.207500,44.207500,144127
2019-10-18,44.152500,44.236629,43.970001,44.146252,44.146252,75609
2019-10-21,43.884998,44.002499,43.720001,43.917500,43.917500,112320
2019-10-22,44.032501,44.325001,44.000000,44.121250,44.121250,159618
2019-10-23,44.127499,44.232201,44.047749,44.195000,44.195000,95060
2019-10-24,44.162498,44.567501,44.109749,44.567501,44.567501,89733
2019-10-25,44.430000,44.785000,44.410000,44.737499,44.737499,82671
2019-10-28,44.707500,44.948002,44.419399,44.866249,44.866249,133996
2019-10-29,44.924999,44.987381,44.724998,44.862499,44.862499,164219
2019-10-30,44.717499,44.827629,44.680000,44.791248,44.791248,108136
2019-10-31,44.764999,44.785000,44.397381,44.470001,44.470001,83667
2019-11-01,44.557499,44.917000,44.527500,44.915001,44.915001,111814
2019-11-04,45.107498,45.390949,45.002499,45.297501,45.297501,167159
2019-11-05,45.377499,45.487148,45.299999,45.422501,45.422501,294650
2019-11-06,45.312500,45.381680,45.263329,45.358749,45.358749,199615
2019-11-07,45.654999,45.902382,45.586552,45.842499,45.842499,255435
2019-11-08,45.695000,45.820000,45.567551,45.781250,45.781250,217614
2019-11-11,45.707500,45.779652,45.387852,45.506248,45.506248,152654
2019-11-12,45.717499,45.921848,45.684380,45.849998,45.849998,126321
2019-11-13,45.654999,45.760948,45.486252,45.691250,45.691250,80558
2019-11-14,45.755001,45.816879,45.666248,45.642502,45.642502,167968
2019-11-15,45.872501,45.901249,45.697498,45.896252,45.896252,135508
2019-11-18,45.892502,45.892502,45.642502,45.709999,45.709999,116800
2019-11-19,45.842499,46.050629,45.733749,45.842499,45.842499,90569
2019-11-20,45.799999,45.911251,45.724998,45.842499,45.842499,89259
2019-11-21,45.580002,45.702000,45.500000,45.657501,45.657501,128974
2019-11-22,45.740002,46.066879,45.732498,45.982498,45.982498,63704
2019-11-25,46.067501,46.149380,46.028130,46.119999,46.119999,159180
2019-11-26,46.279999,46.470619,46.206249,46.450001,46.450001,142150
2019-11-27,46.632500,46.650002,46.380001,46.435001,46.435001,178403
2019-11-28,46.222500,46.430000,46.191250,46.413750,46.413750,79662
2019-11-29,46.340000,46.485001,46.250000,46.278751,46.278751,92452
2019-12-02,46.395000,46.540001,45.759998,45.782501,45.782501,244654
2019-12-03,45.737499,45.758148,44.923550,45.036251,45.036251,214502
2019-12-04,45.127499,45.305000,45.016701,45.255001,45.255001,96002
2019-12-05,45.142502,45.259998,44.935001,45.022499,45.022499,489268
2019-12-06,45.177502,45.720001,45.153130,45.686249,45.686249,108008
2019-12-09,45.439999,45.590000,45.380001,45.491249,45.491249,130277
2019-12-10,45.435001,45.529999,44.970001,45.317501,45.317501,134547
2019-12-11,45.480000,45.568249,45.259998,45.292500,45.292500,157474
2019-12-12,45.125000,45.865002,45.115631,45.632500,45.632500,100387
2019-12-13,44.977501,45.287998,44.812500,44.902500,44.902500,339166
2019-12-16,45.062500,45.499500,45.062500,45.488750,45.488750,225736
2019-12-17,45.737499,46.185001,45.693748,46.107498,46.107498,129318
2019-12-18,46.209999,46.435001,46.157501,46.382500,46.382500,149653
2019-12-19,46.230000,46.755749,46.110001,46.654999,46.654999,257227
2019-12-20,46.735001,46.930000,46.590000,46.882500,46.882500,111562
2019-12-23,46.972500,47.500000,46.917999,47.377499,47.377499,165348
